sample_id,polarity,path,features,total_peaks,mean_peaks_per_feature
VGF156_E02,neg,.cache/extracted/pf1600_raw/VGF156_E02/neg/VGF156_E02_features_ms2_neg.mgf,93,2052,22.064516
VGF156_E02,pos,.cache/extracted/pf1600_raw/VGF156_E02/pos/VGF156_E02_features_ms2_pos.mgf,315,17545,55.698413
VGF156_E03,neg,.cache/extracted/pf1600_raw/VGF156_E03/neg/VGF156_E03_features_ms2_neg.mgf,293,8374,28.580205
VGF156_E03,pos,.cache/extracted/pf1600_raw/VGF156_E03/pos/VGF156_E03_features_ms2_pos.mgf,556,25932,46.640288
VGF156_E04,neg,.cache/extracted/pf1600_raw/VGF156_E04/neg/VGF156_E04_features_ms2_neg.mgf,534,12195,22.837079
VGF156_E04,pos,.cache/extracted/pf1600_raw/VGF156_E04/pos/VGF156_E04_features_ms2_pos.mgf,657,35338,53.786910
VGF156_E05,neg,.cache/extracted/pf1600_raw/VGF156_E05/neg/VGF156_E05_features_ms2_neg.mgf,383,9683,25.281984
VGF156_E05,pos,.cache/extracted/pf1600_raw/VGF156_E05/pos/VGF156_E05_features_ms2_pos.mgf,683,33033,48.364568
VGF156_E06,neg,.cache/extracted/pf1600_raw/VGF156_E06/neg/VGF156_E06_features_ms2_neg.mgf,260,7841,30.157692
VGF156_E06,pos,.cache/extracted/pf1600_raw/VGF156_E06/pos/VGF156_E06_features_ms2_pos.mgf,432,23073,53.409722
VGF156_E07,neg,.cache/extracted/pf1600_raw/VGF156_E07/neg/VGF156_E07_features_ms2_neg.mgf,328,8994,27.420732
VGF156_E07,pos,.cache/extracted/pf1600_raw/VGF156_E07/pos/VGF156_E07_features_ms2_pos.mgf,713,35690,50.056101
VGF156_E08,neg,.cache/extracted/pf1600_raw/VGF156_E08/neg/VGF156_E08_features_ms2_neg.mgf,234,5550,23.717949
VGF156_E08,pos,.cache/extracted/pf1600_raw/VGF156_E08/pos/VGF156_E08_features_ms2_pos.mgf,627,30415,48.508772
VGF156_E09,neg,.cache/extracted/pf1600_raw/VGF156_E09/neg/VGF156_E09_features_ms2_neg.mgf,150,3939,26.260000
VGF156_E09,pos,.cache/extracted/pf1600_raw/VGF156_E09/pos/VGF156_E09_features_ms2_pos.mgf,414,18819,45.456522
VGF156_E10,neg,.cache/extracted/pf1600_raw/VGF156_E10/neg/VGF156_E10_features_ms2_neg.mgf,310,7959,25.674194
VGF156_E10,pos,.cache/extracted/pf1600_raw/VGF156_E10/pos/VGF156_E10_features_ms2_pos.mgf,558,26409,47.327957
VGF156_E11,neg,.cache/extracted/pf1600_raw/VGF156_E11/neg/VGF156_E11_features_ms2_neg.mgf,179,4662,26.044693
VGF156_E11,pos,.cache/extracted/pf1600_raw/VGF156_E11/pos/VGF156_E11_features_ms2_pos.mgf,818,29278,35.792176
VGF156_E12,neg,.cache/extracted/pf1600_raw/VGF156_E12/neg/VGF156_E12_features_ms2_neg.mgf,2,63,31.500000
VGF156_E12,pos,.cache/extracted/pf1600_raw/VGF156_E12/pos/VGF156_E12_features_ms2_pos.mgf,52,1816,34.923077
VGF156_F01,neg,.cache/extracted/pf1600_raw/VGF156_F01/neg/VGF156_F01_features_ms2_neg.mgf,1212,33523,27.659241
VGF156_F01,pos,.cache/extracted/pf1600_raw/VGF156_F01/pos/VGF156_F01_features_ms2_pos.mgf,1234,59252,48.016207
VGF156_F02,neg,.cache/extracted/pf1600_raw/VGF156_F02/neg/VGF156_F02_features_ms2_neg.mgf,94,2104,22.382979
VGF156_F02,pos,.cache/extracted/pf1600_raw/VGF156_F02/pos/VGF156_F02_features_ms2_pos.mgf,268,15827,59.055970
VGF156_F03,neg,.cache/extracted/pf1600_raw/VGF156_F03/neg/VGF156_F03_features_ms2_neg.mgf,168,4163,24.779762
VGF156_F03,pos,.cache/extracted/pf1600_raw/VGF156_F03/pos/VGF156_F03_features_ms2_pos.mgf,344,15419,44.822674
VGF156_F04,neg,.cache/extracted/pf1600_raw/VGF156_F04/neg/VGF156_F04_features_ms2_neg.mgf,277,5623,20.299639
VGF156_F04,pos,.cache/extracted/pf1600_raw/VGF156_F04/pos/VGF156_F04_features_ms2_pos.mgf,515,27533,53.462136
VGF156_F05,neg,.cache/extracted/pf1600_raw/VGF156_F05/neg/VGF156_F05_features_ms2_neg.mgf,373,7934,21.270777
VGF156_F05,pos,.cache/extracted/pf1600_raw/VGF156_F05/pos/VGF156_F05_features_ms2_pos.mgf,592,31587,53.356419
VGF156_F06,neg,.cache/extracted/pf1600_raw/VGF156_F06/neg/VGF156_F06_features_ms2_neg.mgf,439,10416,23.726651
VGF156_F06,pos,.cache/extracted/pf1600_raw/VGF156_F06/pos/VGF156_F06_features_ms2_pos.mgf,676,31801,47.042899
VGF156_F07,neg,.cache/extracted/pf1600_raw/VGF156_F07/neg/VGF156_F07_features_ms2_neg.mgf,40,920,23.000000
VGF156_F07,pos,.cache/extracted/pf1600_raw/VGF156_F07/pos/VGF156_F07_features_ms2_pos.mgf,189,9450,50.000000
VGF156_F08,neg,.cache/extracted/pf1600_raw/VGF156_F08/neg/VGF156_F08_features_ms2_neg.mgf,240,6249,26.037500
VGF156_F08,pos,.cache/extracted/pf1600_raw/VGF156_F08/pos/VGF156_F08_features_ms2_pos.mgf,563,25820,45.861456
VGF156_F09,neg,.cache/extracted/pf1600_raw/VGF156_F09/neg/VGF156_F09_features_ms2_neg.mgf,329,8601,26.142857
VGF156_F09,pos,.cache/extracted/pf1600_raw/VGF156_F09/pos/VGF156_F09_features_ms2_pos.mgf,618,28597,46.273463
VGF156_F10,neg,.cache/extracted/pf1600_raw/VGF156_F10/neg/VGF156_F10_features_ms2_neg.mgf,398,9932,24.954774
VGF156_F10,pos,.cache/extracted/pf1600_raw/VGF156_F10/pos/VGF156_F10_features_ms2_pos.mgf,595,25637,43.087395
VGF156_F11,neg,.cache/extracted/pf1600_raw/VGF156_F11/neg/VGF156_F11_features_ms2_neg.mgf,322,7522,23.360248
VGF156_F11,pos,.cache/extracted/pf1600_raw/VGF156_F11/pos/VGF156_F11_features_ms2_pos.mgf,643,33235,51.687403
VGF156_F12,neg,.cache/extracted/pf1600_raw/VGF156_F12/neg/VGF156_F12_features_ms2_neg.mgf,2,51,25.500000
VGF156_F12,pos,.cache/extracted/pf1600_raw/VGF156_F12/pos/VGF156_F12_features_ms2_pos.mgf,56,2004,35.785714
VGF156_G01,neg,.cache/extracted/pf1600_raw/VGF156_G01/neg/VGF156_G01_features_ms2_neg.mgf,1208,33595,27.810430
VGF156_G01,pos,.cache/extracted/pf1600_raw/VGF156_G01/pos/VGF156_G01_features_ms2_pos.mgf,1296,63419,48.934414
VGF156_G02,neg,.cache/extracted/pf1600_raw/VGF156_G02/neg/VGF156_G02_features_ms2_neg.mgf,272,6377,23.444853
VGF156_G02,pos,.cache/extracted/pf1600_raw/VGF156_G02/pos/VGF156_G02_features_ms2_pos.mgf,501,25600,51.097804
VGF156_G03,neg,.cache/extracted/pf1600_raw/VGF156_G03/neg/VGF156_G03_features_ms2_neg.mgf,260,6296,24.215385
VGF156_G03,pos,.cache/extracted/pf1600_raw/VGF156_G03/pos/VGF156_G03_features_ms2_pos.mgf,587,27283,46.478705
VGF156_G04,neg,.cache/extracted/pf1600_raw/VGF156_G04/neg/VGF156_G04_features_ms2_neg.mgf,350,7282,20.805714
VGF156_G04,pos,.cache/extracted/pf1600_raw/VGF156_G04/pos/VGF156_G04_features_ms2_pos.mgf,630,27444,43.561905
VGF156_G05,neg,.cache/extracted/pf1600_raw/VGF156_G05/neg/VGF156_G05_features_ms2_neg.mgf,271,6515,24.040590
VGF156_G05,pos,.cache/extracted/pf1600_raw/VGF156_G05/pos/VGF156_G05_features_ms2_pos.mgf,429,23752,55.365967
VGF156_G06,neg,.cache/extracted/pf1600_raw/VGF156_G06/neg/VGF156_G06_features_ms2_neg.mgf,304,7015,23.075658
VGF156_G06,pos,.cache/extracted/pf1600_raw/VGF156_G06/pos/VGF156_G06_features_ms2_pos.mgf,562,31548,56.135231
VGF156_G07,neg,.cache/extracted/pf1600_raw/VGF156_G07/neg/VGF156_G07_features_ms2_neg.mgf,423,12807,30.276596
VGF156_G07,pos,.cache/extracted/pf1600_raw/VGF156_G07/pos/VGF156_G07_features_ms2_pos.mgf,1040,50303,48.368269
VGF156_G08,neg,.cache/extracted/pf1600_raw/VGF156_G08/neg/VGF156_G08_features_ms2_neg.mgf,107,3037,28.383178
VGF156_G08,pos,.cache/extracted/pf1600_raw/VGF156_G08/pos/VGF156_G08_features_ms2_pos.mgf,290,14058,48.475862
VGF156_G09,neg,.cache/extracted/pf1600_raw/VGF156_G09/neg/VGF156_G09_features_ms2_neg.mgf,261,6425,24.616858
VGF156_G09,pos,.cache/extracted/pf1600_raw/VGF156_G09/pos/VGF156_G09_features_ms2_pos.mgf,522,23358,44.747126
VGF156_G10,neg,.cache/extracted/pf1600_raw/VGF156_G10/neg/VGF156_G10_features_ms2_neg.mgf,303,11749,38.775578
VGF156_G10,pos,.cache/extracted/pf1600_raw/VGF156_G10/pos/VGF156_G10_features_ms2_pos.mgf,327,15581,47.648318
VGF156_G11,neg,.cache/extracted/pf1600_raw/VGF156_G11/neg/VGF156_G11_features_ms2_neg.mgf,138,2928,21.217391
VGF156_G11,pos,.cache/extracted/pf1600_raw/VGF156_G11/pos/VGF156_G11_features_ms2_pos.mgf,342,20268,59.263158
VGF156_G12,neg,.cache/extracted/pf1600_raw/VGF156_G12/neg/VGF156_G12_features_ms2_neg.mgf,3,68,22.666667
VGF156_G12,pos,.cache/extracted/pf1600_raw/VGF156_G12/pos/VGF156_G12_features_ms2_pos.mgf,53,1835,34.622642
VGF156_H01,neg,.cache/extracted/pf1600_raw/VGF156_H01/neg/VGF156_H01_features_ms2_neg.mgf,1240,34569,27.878226
VGF156_H01,pos,.cache/extracted/pf1600_raw/VGF156_H01/pos/VGF156_H01_features_ms2_pos.mgf,1313,64372,49.026657
VGF156_H02,neg,.cache/extracted/pf1600_raw/VGF156_H02/neg/VGF156_H02_features_ms2_neg.mgf,220,5696,25.890909
VGF156_H02,pos,.cache/extracted/pf1600_raw/VGF156_H02/pos/VGF156_H02_features_ms2_pos.mgf,716,35286,49.282123
VGF156_H03,neg,.cache/extracted/pf1600_raw/VGF156_H03/neg/VGF156_H03_features_ms2_neg.mgf,186,4750,25.537634
VGF156_H03,pos,.cache/extracted/pf1600_raw/VGF156_H03/pos/VGF156_H03_features_ms2_pos.mgf,459,19432,42.335512
VGF156_H04,neg,.cache/extracted/pf1600_raw/VGF156_H04/neg/VGF156_H04_features_ms2_neg.mgf,153,4127,26.973856
VGF156_H04,pos,.cache/extracted/pf1600_raw/VGF156_H04/pos/VGF156_H04_features_ms2_pos.mgf,376,20822,55.377660
VGF156_H05,neg,.cache/extracted/pf1600_raw/VGF156_H05/neg/VGF156_H05_features_ms2_neg.mgf,383,9068,23.676240
VGF156_H05,pos,.cache/extracted/pf1600_raw/VGF156_H05/pos/VGF156_H05_features_ms2_pos.mgf,626,33952,54.236422
VGF156_H06,neg,.cache/extracted/pf1600_raw/VGF156_H06/neg/VGF156_H06_features_ms2_neg.mgf,119,2600,21.848739
VGF156_H06,pos,.cache/extracted/pf1600_raw/VGF156_H06/pos/VGF156_H06_features_ms2_pos.mgf,459,23707,51.649237
VGF156_H07,neg,.cache/extracted/pf1600_raw/VGF156_H07/neg/VGF156_H07_features_ms2_neg.mgf,340,9998,29.405882
VGF156_H07,pos,.cache/extracted/pf1600_raw/VGF156_H07/pos/VGF156_H07_features_ms2_pos.mgf,718,34199,47.630919
VGF156_H08,neg,.cache/extracted/pf1600_raw/VGF156_H08/neg/VGF156_H08_features_ms2_neg.mgf,282,10298,36.517730
VGF156_H08,pos,.cache/extracted/pf1600_raw/VGF156_H08/pos/VGF156_H08_features_ms2_pos.mgf,490,21651,44.185714
VGF156_H09,neg,.cache/extracted/pf1600_raw/VGF156_H09/neg/VGF156_H09_features_ms2_neg.mgf,75,1685,22.466667
VGF156_H09,pos,.cache/extracted/pf1600_raw/VGF156_H09/pos/VGF156_H09_features_ms2_pos.mgf,260,11221,43.157692
VGF156_H10,neg,.cache/extracted/pf1600_raw/VGF156_H10/neg/VGF156_H10_features_ms2_neg.mgf,307,9866,32.136808
VGF156_H10,pos,.cache/extracted/pf1600_raw/VGF156_H10/pos/VGF156_H10_features_ms2_pos.mgf,462,23594,51.069264
VGF156_H11,neg,.cache/extracted/pf1600_raw/VGF156_H11/neg/VGF156_H11_features_ms2_neg.mgf,119,2457,20.647059
VGF156_H11,pos,.cache/extracted/pf1600_raw/VGF156_H11/pos/VGF156_H11_features_ms2_pos.mgf,437,26142,59.821510
VGF156_H12,neg,.cache/extracted/pf1600_raw/VGF156_H12/neg/VGF156_H12_features_ms2_neg.mgf,4,95,23.750000
VGF156_H12,pos,.cache/extracted/pf1600_raw/VGF156_H12/pos/VGF156_H12_features_ms2_pos.mgf,47,1578,33.574468
VGF157_A01,neg,.cache/extracted/pf1600_raw/VGF157_A01/neg/VGF157_A01_features_ms2_neg.mgf,1005,29558,29.410945
VGF157_A01,pos,.cache/extracted/pf1600_raw/VGF157_A01/pos/VGF157_A01_features_ms2_pos.mgf,1122,58607,52.234403
VGF157_A02,neg,.cache/extracted/pf1600_raw/VGF157_A02/neg/VGF157_A02_features_ms2_neg.mgf,183,4958,27.092896
VGF157_A02,pos,.cache/extracted/pf1600_raw/VGF157_A02/pos/VGF157_A02_features_ms2_pos.mgf,483,21338,44.178054
VGF157_A03,neg,.cache/extracted/pf1600_raw/VGF157_A03/neg/VGF157_A03_features_ms2_neg.mgf,146,3412,23.369863
VGF157_A03,pos,.cache/extracted/pf1600_raw/VGF157_A03/pos/VGF157_A03_features_ms2_pos.mgf,259,10691,41.277992
VGF157_A04,neg,.cache/extracted/pf1600_raw/VGF157_A04/neg/VGF157_A04_features_ms2_neg.mgf,522,16188,31.011494
VGF157_A04,pos,.cache/extracted/pf1600_raw/VGF157_A04/pos/VGF157_A04_features_ms2_pos.mgf,785,39055,49.751592
VGF157_A05,neg,.cache/extracted/pf1600_raw/VGF157_A05/neg/VGF157_A05_features_ms2_neg.mgf,123,4217,34.284553
VGF157_A05,pos,.cache/extracted/pf1600_raw/VGF157_A05/pos/VGF157_A05_features_ms2_pos.mgf,330,16697,50.596970
VGF157_A06,neg,.cache/extracted/pf1600_raw/VGF157_A06/neg/VGF157_A06_features_ms2_neg.mgf,154,4194,27.233766
VGF157_A06,pos,.cache/extracted/pf1600_raw/VGF157_A06/pos/VGF157_A06_features_ms2_pos.mgf,414,18898,45.647343
VGF157_A07,neg,.cache/extracted/pf1600_raw/VGF157_A07/neg/VGF157_A07_features_ms2_neg.mgf,233,6368,27.330472
VGF157_A07,pos,.cache/extracted/pf1600_raw/VGF157_A07/pos/VGF157_A07_features_ms2_pos.mgf,504,22301,44.248016
VGF157_A08,neg,.cache/extracted/pf1600_raw/VGF157_A08/neg/VGF157_A08_features_ms2_neg.mgf,296,6892,23.283784
VGF157_A08,pos,.cache/extracted/pf1600_raw/VGF157_A08/pos/VGF157_A08_features_ms2_pos.mgf,368,18087,49.149457
VGF157_A09,neg,.cache/extracted/pf1600_raw/VGF157_A09/neg/VGF157_A09_features_ms2_neg.mgf,197,6453,32.756345
VGF157_A09,pos,.cache/extracted/pf1600_raw/VGF157_A09/pos/VGF157_A09_features_ms2_pos.mgf,203,9974,49.133005
VGF157_A10,neg,.cache/extracted/pf1600_raw/VGF157_A10/neg/VGF157_A10_features_ms2_neg.mgf,396,10856,27.414141
VGF157_A10,pos,.cache/extracted/pf1600_raw/VGF157_A10/pos/VGF157_A10_features_ms2_pos.mgf,702,34917,49.739316
VGF157_A11,neg,.cache/extracted/pf1600_raw/VGF157_A11/neg/VGF157_A11_features_ms2_neg.mgf,230,6137,26.682609
VGF157_A11,pos,.cache/extracted/pf1600_raw/VGF157_A11/pos/VGF157_A11_features_ms2_pos.mgf,394,21777,55.271574
VGF157_A12,neg,.cache/extracted/pf1600_raw/VGF157_A12/neg/VGF157_A12_features_ms2_neg.mgf,11,271,24.636364
VGF157_A12,pos,.cache/extracted/pf1600_raw/VGF157_A12/pos/VGF157_A12_features_ms2_pos.mgf,80,2613,32.662500
VGF157_B01,neg,.cache/extracted/pf1600_raw/VGF157_B01/neg/VGF157_B01_features_ms2_neg.mgf,1021,29716,29.104799
VGF157_B01,pos,.cache/extracted/pf1600_raw/VGF157_B01/pos/VGF157_B01_features_ms2_pos.mgf,1012,52178,51.559289
VGF157_B02,neg,.cache/extracted/pf1600_raw/VGF157_B02/neg/VGF157_B02_features_ms2_neg.mgf,280,7534,26.907143
VGF157_B02,pos,.cache/extracted/pf1600_raw/VGF157_B02/pos/VGF157_B02_features_ms2_pos.mgf,655,30145,46.022901
VGF157_B03,neg,.cache/extracted/pf1600_raw/VGF157_B03/neg/VGF157_B03_features_ms2_neg.mgf,195,4519,23.174359
VGF157_B03,pos,.cache/extracted/pf1600_raw/VGF157_B03/pos/VGF157_B03_features_ms2_pos.mgf,442,22785,51.549774
VGF157_B04,neg,.cache/extracted/pf1600_raw/VGF157_B04/neg/VGF157_B04_features_ms2_neg.mgf,264,8100,30.681818
VGF157_B04,pos,.cache/extracted/pf1600_raw/VGF157_B04/pos/VGF157_B04_features_ms2_pos.mgf,459,22511,49.043573
VGF157_B05,neg,.cache/extracted/pf1600_raw/VGF157_B05/neg/VGF157_B05_features_ms2_neg.mgf,198,5883,29.712121
VGF157_B05,pos,.cache/extracted/pf1600_raw/VGF157_B05/pos/VGF157_B05_features_ms2_pos.mgf,628,28486,45.359873
VGF157_B06,neg,.cache/extracted/pf1600_raw/VGF157_B06/neg/VGF157_B06_features_ms2_neg.mgf,258,6822,26.441860
VGF157_B06,pos,.cache/extracted/pf1600_raw/VGF157_B06/pos/VGF157_B06_features_ms2_pos.mgf,528,24462,46.329545
VGF157_B07,neg,.cache/extracted/pf1600_raw/VGF157_B07/neg/VGF157_B07_features_ms2_neg.mgf,210,5758,27.419048
VGF157_B07,pos,.cache/extracted/pf1600_raw/VGF157_B07/pos/VGF157_B07_features_ms2_pos.mgf,462,23175,50.162338
VGF157_B08,neg,.cache/extracted/pf1600_raw/VGF157_B08/neg/VGF157_B08_features_ms2_neg.mgf,323,7899,24.455108
VGF157_B08,pos,.cache/extracted/pf1600_raw/VGF157_B08/pos/VGF157_B08_features_ms2_pos.mgf,578,28830,49.878893
VGF157_B09,neg,.cache/extracted/pf1600_raw/VGF157_B09/neg/VGF157_B09_features_ms2_neg.mgf,247,6151,24.902834
VGF157_B09,pos,.cache/extracted/pf1600_raw/VGF157_B09/pos/VGF157_B09_features_ms2_pos.mgf,526,24782,47.114068
VGF157_B10,neg,.cache/extracted/pf1600_raw/VGF157_B10/neg/VGF157_B10_features_ms2_neg.mgf,90,2467,27.411111
VGF157_B10,pos,.cache/extracted/pf1600_raw/VGF157_B10/pos/VGF157_B10_features_ms2_pos.mgf,271,12260,45.239852
VGF157_B11,neg,.cache/extracted/pf1600_raw/VGF157_B11/neg/VGF157_B11_features_ms2_neg.mgf,388,9668,24.917526
VGF157_B11,pos,.cache/extracted/pf1600_raw/VGF157_B11/pos/VGF157_B11_features_ms2_pos.mgf,643,32602,50.702955
VGF157_B12,neg,.cache/extracted/pf1600_raw/VGF157_B12/neg/VGF157_B12_features_ms2_neg.mgf,16,440,27.500000
VGF157_B12,pos,.cache/extracted/pf1600_raw/VGF157_B12/pos/VGF157_B12_features_ms2_pos.mgf,76,2694,35.447368
VGF157_C01,neg,.cache/extracted/pf1600_raw/VGF157_C01/neg/VGF157_C01_features_ms2_neg.mgf,1011,29161,28.843719
VGF157_C01,pos,.cache/extracted/pf1600_raw/VGF157_C01/pos/VGF157_C01_features_ms2_pos.mgf,1039,52920,50.933590
VGF157_C02,neg,.cache/extracted/pf1600_raw/VGF157_C02/neg/VGF157_C02_features_ms2_neg.mgf,162,4132,25.506173
VGF157_C02,pos,.cache/extracted/pf1600_raw/VGF157_C02/pos/VGF157_C02_features_ms2_pos.mgf,362,20152,55.668508
VGF157_C03,neg,.cache/extracted/pf1600_raw/VGF157_C03/neg/VGF157_C03_features_ms2_neg.mgf,377,12595,33.408488
VGF157_C03,pos,.cache/extracted/pf1600_raw/VGF157_C03/pos/VGF157_C03_features_ms2_pos.mgf,566,33637,59.429329
VGF157_C04,neg,.cache/extracted/pf1600_raw/VGF157_C04/neg/VGF157_C04_features_ms2_neg.mgf,303,8107,26.755776
VGF157_C04,pos,.cache/extracted/pf1600_raw/VGF157_C04/pos/VGF157_C04_features_ms2_pos.mgf,514,26877,52.289883
VGF157_C05,neg,.cache/extracted/pf1600_raw/VGF157_C05/neg/VGF157_C05_features_ms2_neg.mgf,391,8908,22.782609
VGF157_C05,pos,.cache/extracted/pf1600_raw/VGF157_C05/pos/VGF157_C05_features_ms2_pos.mgf,458,23606,51.541485
VGF157_C06,neg,.cache/extracted/pf1600_raw/VGF157_C06/neg/VGF157_C06_features_ms2_neg.mgf,160,4429,27.681250
VGF157_C06,pos,.cache/extracted/pf1600_raw/VGF157_C06/pos/VGF157_C06_features_ms2_pos.mgf,343,16679,48.626822
VGF157_C07,neg,.cache/extracted/pf1600_raw/VGF157_C07/neg/VGF157_C07_features_ms2_neg.mgf,146,4322,29.602740
VGF157_C07,pos,.cache/extracted/pf1600_raw/VGF157_C07/pos/VGF157_C07_features_ms2_pos.mgf,437,17704,40.512586
VGF157_C08,neg,.cache/extracted/pf1600_raw/VGF157_C08/neg/VGF157_C08_features_ms2_neg.mgf,105,2793,26.600000
VGF157_C08,pos,.cache/extracted/pf1600_raw/VGF157_C08/pos/VGF157_C08_features_ms2_pos.mgf,317,17141,54.072555
VGF157_C09,neg,.cache/extracted/pf1600_raw/VGF157_C09/neg/VGF157_C09_features_ms2_neg.mgf,244,5787,23.717213
VGF157_C09,pos,.cache/extracted/pf1600_raw/VGF157_C09/pos/VGF157_C09_features_ms2_pos.mgf,528,26119,49.467803
VGF157_C10,neg,.cache/extracted/pf1600_raw/VGF157_C10/neg/VGF157_C10_features_ms2_neg.mgf,307,8564,27.895765
VGF157_C10,pos,.cache/extracted/pf1600_raw/VGF157_C10/pos/VGF157_C10_features_ms2_pos.mgf,653,30072,46.052067
VGF157_C11,neg,.cache/extracted/pf1600_raw/VGF157_C11/neg/VGF157_C11_features_ms2_neg.mgf,297,6989,23.531987
VGF157_C11,pos,.cache/extracted/pf1600_raw/VGF157_C11/pos/VGF157_C11_features_ms2_pos.mgf,464,24524,52.853448
VGF157_C12,neg,.cache/extracted/pf1600_raw/VGF157_C12/neg/VGF157_C12_features_ms2_neg.mgf,11,265,24.090909
VGF157_C12,pos,.cache/extracted/pf1600_raw/VGF157_C12/pos/VGF157_C12_features_ms2_pos.mgf,70,2409,34.414286
VGF157_D01,neg,.cache/extracted/pf1600_raw/VGF157_D01/neg/VGF157_D01_features_ms2_neg.mgf,988,28492,28.838057
VGF157_D01,pos,.cache/extracted/pf1600_raw/VGF157_D01/pos/VGF157_D01_features_ms2_pos.mgf,1011,51935,51.369931
VGF157_D02,neg,.cache/extracted/pf1600_raw/VGF157_D02/neg/VGF157_D02_features_ms2_neg.mgf,156,4132,26.487179
VGF157_D02,pos,.cache/extracted/pf1600_raw/VGF157_D02/pos/VGF157_D02_features_ms2_pos.mgf,577,31966,55.400347
VGF157_D03,neg,.cache/extracted/pf1600_raw/VGF157_D03/neg/VGF157_D03_features_ms2_neg.mgf,498,16082,32.293173
VGF157_D03,pos,.cache/extracted/pf1600_raw/VGF157_D03/pos/VGF157_D03_features_ms2_pos.mgf,871,47924,55.021814
VGF157_D04,neg,.cache/extracted/pf1600_raw/VGF157_D04/neg/VGF157_D04_features_ms2_neg.mgf,387,9616,24.847545
VGF157_D04,pos,.cache/extracted/pf1600_raw/VGF157_D04/pos/VGF157_D04_features_ms2_pos.mgf,604,30176,49.960265
VGF157_D05,neg,.cache/extracted/pf1600_raw/VGF157_D05/neg/VGF157_D05_features_ms2_neg.mgf,418,10719,25.643541
VGF157_D05,pos,.cache/extracted/pf1600_raw/VGF157_D05/pos/VGF157_D05_features_ms2_pos.mgf,513,25550,49.805068
VGF157_D06,neg,.cache/extracted/pf1600_raw/VGF157_D06/neg/VGF157_D06_features_ms2_neg.mgf,63,1571,24.936508
VGF157_D06,pos,.cache/extracted/pf1600_raw/VGF157_D06/pos/VGF157_D06_features_ms2_pos.mgf,214,10320,48.224299
VGF157_D07,neg,.cache/extracted/pf1600_raw/VGF157_D07/neg/VGF157_D07_features_ms2_neg.mgf,250,6587,26.348000
VGF157_D07,pos,.cache/extracted/pf1600_raw/VGF157_D07/pos/VGF157_D07_features_ms2_pos.mgf,630,26224,41.625397
VGF157_D08,neg,.cache/extracted/pf1600_raw/VGF157_D08/neg/VGF157_D08_features_ms2_neg.mgf,514,14608,28.420233
VGF157_D08,pos,.cache/extracted/pf1600_raw/VGF157_D08/pos/VGF157_D08_features_ms2_pos.mgf,774,31345,40.497416
VGF157_D09,neg,.cache/extracted/pf1600_raw/VGF157_D09/neg/VGF157_D09_features_ms2_neg.mgf,69,1755,25.434783
VGF157_D09,pos,.cache/extracted/pf1600_raw/VGF157_D09/pos/VGF157_D09_features_ms2_pos.mgf,287,14718,51.282230
VGF157_D10,neg,.cache/extracted/pf1600_raw/VGF157_D10/neg/VGF157_D10_features_ms2_neg.mgf,232,5694,24.543103
VGF157_D10,pos,.cache/extracted/pf1600_raw/VGF157_D10/pos/VGF157_D10_features_ms2_pos.mgf,394,19027,48.291878
VGF157_D11,neg,.cache/extracted/pf1600_raw/VGF157_D11/neg/VGF157_D11_features_ms2_neg.mgf,276,7959,28.836957
VGF157_D11,pos,.cache/extracted/pf1600_raw/VGF157_D11/pos/VGF157_D11_features_ms2_pos.mgf,429,21893,51.032634
VGF157_D12,neg,.cache/extracted/pf1600_raw/VGF157_D12/neg/VGF157_D12_features_ms2_neg.mgf,14,342,24.428571
VGF157_D12,pos,.cache/extracted/pf1600_raw/VGF157_D12/pos/VGF157_D12_features_ms2_pos.mgf,72,2496,34.666667
VGF157_E01,neg,.cache/extracted/pf1600_raw/VGF157_E01/neg/VGF157_E01_features_ms2_neg.mgf,1032,29782,28.858527
VGF157_E01,pos,.cache/extracted/pf1600_raw/VGF157_E01/pos/VGF157_E01_features_ms2_pos.mgf,1076,55186,51.288104
VGF157_E02,neg,.cache/extracted/pf1600_raw/VGF157_E02/neg/VGF157_E02_features_ms2_neg.mgf,147,3849,26.183673
VGF157_E02,pos,.cache/extracted/pf1600_raw/VGF157_E02/pos/VGF157_E02_features_ms2_pos.mgf,515,29219,56.735922
VGF157_E03,neg,.cache/extracted/pf1600_raw/VGF157_E03/neg/VGF157_E03_features_ms2_neg.mgf,211,5281,25.028436
VGF157_E03,pos,.cache/extracted/pf1600_raw/VGF157_E03/pos/VGF157_E03_features_ms2_pos.mgf,477,24990,52.389937
VGF157_E04,neg,.cache/extracted/pf1600_raw/VGF157_E04/neg/VGF157_E04_features_ms2_neg.mgf,233,4951,21.248927
VGF157_E04,pos,.cache/extracted/pf1600_raw/VGF157_E04/pos/VGF157_E04_features_ms2_pos.mgf,381,20340,53.385827
VGF157_E05,neg,.cache/extracted/pf1600_raw/VGF157_E05/neg/VGF157_E05_features_ms2_neg.mgf,430,12217,28.411628
VGF157_E05,pos,.cache/extracted/pf1600_raw/VGF157_E05/pos/VGF157_E05_features_ms2_pos.mgf,513,24603,47.959064
VGF157_E06,neg,.cache/extracted/pf1600_raw/VGF157_E06/neg/VGF157_E06_features_ms2_neg.mgf,346,9328,26.959538
VGF157_E06,pos,.cache/extracted/pf1600_raw/VGF157_E06/pos/VGF157_E06_features_ms2_pos.mgf,613,28266,46.110930
